pitcher_id,recent_5_pitch_rate,recent_10_pitch_rate,recent_20_pitch_rate,recent_50_pitch_rate
24449,0.6,0.4,0.35,0.3333333333333333
24450,0.2,0.4,0.4,0.52
24451,0.2,0.6,0.5,0.5
24452,0.4,0.2,0.4,0.44
24459,0.6,0.6,0.55,0.46
24460,0.6,0.6,0.5,0.5
24461,0.6,0.6,0.45,0.48
24463,0.2,0.3,0.45,0.46
24465,1.0,0.8,0.65,0.68
24467,1.0,0.9,0.8,0.66
24469,0.2,0.4,0.45,0.44
24477,0.2,0.5,0.4,0.53125
24478,0.6,0.4,0.45,0.44
24482,1.0,0.9,0.65,0.52
24483,0.8,0.8,0.7,0.56
24484,0.8,0.6,0.75,0.6
24485,0.6,0.5,0.45,0.46
24486,0.6,0.5,0.45,0.4
24487,0.6,0.6,0.4,0.32
24488,0.4,0.6,0.5,0.52
24494,0.8,0.7,0.7,0.58
24498,0.2,0.3,0.3,0.48
24499,0.4,0.5,0.55,0.56
24502,0.8,0.7,0.6,0.46
24508,0.6,0.5,0.4,0.48
24509,0.4,0.6,0.5,0.48
24512,0.4,0.4,0.4,0.48
24515,0.8,0.7,0.55,0.54
24516,0.4,0.2,0.2,0.4
24518,0.8,0.7,0.7,0.58
24525,0.4,0.3,0.3,0.4
24527,0.2,0.2,0.25,0.3
24531,0.2,0.3,0.4,0.38
24533,0.6,0.5,0.55,0.5
24535,0.6,0.3,0.35,0.4222222222222222
24537,0.4,0.6,0.4,0.36
24540,0.8,0.7,0.55,0.6
24541,0.6,0.6,0.55,0.46
24544,0.4,0.3,0.25,0.34
24546,0.6,0.5,0.5,0.36
24552,0.6,0.6,0.5,0.5
24557,0.6,0.5,0.46153846153846156,0.46153846153846156
24559,0.2,0.4,0.35,0.48
24560,0.4,0.5,0.55,0.54
24564,0.6,0.5,0.35,0.3939393939393939
24565,0.2,0.4,0.25,0.3
24566,0.6,0.4,0.45,0.5
24568,0.8,0.7,0.55,0.62
24570,0.6,0.4,0.4,0.48
24571,0.0,0.2,0.35,0.44
24572,0.6,0.3,0.55,0.34
24573,0.4,0.4,0.45,0.46
24577,0.8,0.8,0.6,0.54
24579,0.4,0.6,0.55,0.42
24580,0.6,0.4,0.3,0.32
24585,0.4,0.3,0.3,0.3
24587,0.6,0.5,0.45,0.45
24591,0.8,0.7,0.6,0.6774193548387096
24596,0.4,0.3,0.55,0.64
24597,0.4,0.5,0.3684210526315789,0.3684210526315789
24598,0.6,0.4,0.25,0.34
24602,0.8,0.7,0.55,0.5121951219512195
24604,1.0,0.8,0.85,0.74
24605,0.2,0.1,0.15,0.125
24607,0.2,0.3,0.3,0.42
24608,0.6,0.6,0.65,0.54
24609,0.4,0.7,0.55,0.5833333333333334
24618,0.6,0.6666666666666666,0.6666666666666666,0.6666666666666666
24619,0.6,0.5,0.4,0.4
24621,0.0,0.1,0.3,0.2962962962962963
24622,0.6,0.6,0.6,0.54
24623,1.0,0.8,0.75,0.66
24624,0.8,0.6,0.55,0.54
24625,0.4,0.5,0.45,0.5
24626,0.6,0.5,0.55,0.48
24627,0.6,0.4,0.55,0.56
24629,0.6,0.4,0.25,0.36
24631,0.0,0.3,0.45,0.36
24633,0.6,0.5,0.5,0.34
